Domain,Price,Status,Date,Type,Bids,Platform
poken.com,75000,SOLD,2009-11-17,Private Seller,0,Sedo
servcorp.com,75000,SOLD,2009-12-13,Private Seller,0,Sedo
tvx.com,75000,SOLD,2009-12-17,Private Seller,0,masterofmydomain.com
sex.com,13000000,SOLD,2010-11-24,Private Seller,0,Sedo
fb.com,8500000,SOLD,2010-01-01,Private Seller,0,Private
slots.com,5500000,SOLD,2010-06-04,Private Seller,0,Moniker
chatter.com,2000000,SOLD,2010-11-19,Private Seller,0,Private
dating.com,1750000,SOLD,2010-06-16,Private Seller,0,Moniker
photo.com,1250000,SOLD,2010-05-06,Private Seller,0,Moniker
flying.com,1100000,SOLD,2010-04-08,Private Seller,0,Private
zip.com,1058830,SOLD,2010-10-28,Private Seller,0,SnapNames
poker.org,1000000,SOLD,2010-02-26,Private Seller,0,Sedo
credit.fr,851875,SOLD,2010-01-17,Private Seller,0,Sedo
guns.com,800000,SOLD,2010-03-11,Private Seller,0,Moniker
ringtones.com,750000,SOLD,2010-12-22,Private Seller,0,Sedo
files.com,725000,SOLD,2010-03-31,Private Seller,0,Sedo
homeownersinsurance.com,570000,SOLD,2010-12-01,Private Seller,0,Private
jerusalem.com,510000,SOLD,2010-09-10,Private Seller,0,Sedo
ipo.com,500000,SOLD,2010-09-29,Private Seller,0,Sedo
logo.com,500000,SOLD,2010-11-04,Private Seller,0,Sedo
boardgames.com,450000,SOLD,2010-06-23,Private Seller,0,Moniker
poker.ca,400000,SOLD,2010-06-01,Private Seller,0,SnapNames
longisland.com,370000,SOLD,2010-04-08,Private Seller,0,Rick Latona
cgm.com,365000,SOLD,2010-06-16,Private Seller,0,Sedo
partysupplies.com,360000,SOLD,2010-01-26,Private Seller,0,Moniker
cookinggames.com,350000,SOLD,2010-01-07,Private Seller,0,Nokta
o.co,350000,SOLD,2010-07-21,Private Seller,0,Private
color.com,350000,SOLD,2010-12-08,Private Seller,0,GoDaddy
screensavers.com,335000,SOLD,2010-03-17,Private Seller,0,SnapNames
zero.com,329420,SOLD,2010-10-24,Private Seller,0,SnapNames
software.de,303182,SOLD,2010-05-06,Private Seller,0,Sedo
pilot.com,300000,SOLD,2010-04-08,Private Seller,0,Sedo
imoveis.com.br,300000,SOLD,2010-04-28,Private Seller,0,Private
hobbies.com,297500,SOLD,2010-12-01,Private Seller,0,Afternic
kredit.com,270600,SOLD,2010-06-16,Private Seller,0,Sedo
celebs.com,270000,SOLD,2010-11-11,Private Seller,0,huntingmoon
disco.com,255000,SOLD,2010-09-10,Private Seller,0,SnapNames
boating.com,250000,SOLD,2010-02-10,Private Seller,0,Afternic
biking.com,250000,SOLD,2010-02-11,Private Seller,0,Afternic
musicvideos.com,250000,SOLD,2010-03-17,Private Seller,0,Sedo
showtimes.com,250000,SOLD,2010-08-09,Private Seller,0,Sedo
prince.com,235000,SOLD,2010-08-25,Private Seller,0,Media Options
sofas.com,231500,SOLD,2010-04-14,Private Seller,0,Rick Latona
wicker.com,230000,SOLD,2010-10-24,Private Seller,0,Private
lottery.net,220000,SOLD,2010-08-18,Private Seller,0,Sedo
loancalculator.com,215000,SOLD,2010-02-26,Private Seller,0,Moniker
slots.ca,206906,SOLD,2010-07-09,Private Seller,0,Private
angels.com,200000,SOLD,2010-09-10,Private Seller,0,Sedo
decide.com,175000,SOLD,2010-12-22,Private Seller,0,Afternic
schoenen.nl,165600,SOLD,2010-10-28,Private Seller,0,Private
free-sms.de,162150,SOLD,2010-01-26,Private Seller,0,Sedo
discountvouchers.com,157000,SOLD,2010-10-24,Private Seller,0,acorndomains.co.uk
idol.com,154800,SOLD,2010-07-21,Private Seller,0,Sedo
camroulette.com,151000,SOLD,2010-04-14,Private Seller,0,domainmadness2
leisure.com,150000,SOLD,2010-01-07,Private Seller,0,Sedo
redwine.com,150000,SOLD,2010-10-07,Private Seller,0,Sedo
cursos.com,150000,SOLD,2010-10-24,Private Seller,0,Sedo
copies.com,150000,SOLD,2010-11-17,Private Seller,0,MediaOptions
website.de,141610,SOLD,2010-02-10,Private Seller,0,Sedo
beem.com,136000,SOLD,2010-11-25,Private Seller,0,Sedo
huddle.com,131400,SOLD,2010-08-12,Private Seller,0,NameJet
homerun.com,131299,SOLD,2010-01-26,Private Seller,0,Moniker
sz.com,125000,SOLD,2010-01-01,Private Seller,0,Private
migraine.com,125000,SOLD,2010-01-17,Private Seller,0,Moniker
pig.com,125000,SOLD,2010-06-16,Private Seller,0,Afternic
sz.com,125000,SOLD,2010-07-09,Private Seller,0,Private
kf.com,123504,SOLD,2010-01-01,Private Seller,0,Sedo
designer.co.uk,122080,SOLD,2010-02-10,Private Seller,0,Sedo
dolcevita.com,120000,SOLD,2010-03-25,Private Seller,0,Sedo
temps.com,117650,SOLD,2010-10-19,Private Seller,0,SnapNames
optimize.com,115000,SOLD,2010-03-24,Private Seller,0,PremiumDomains
bright.com,112500,SOLD,2010-06-16,Private Seller,0,Sedo
029.com,110000,SOLD,2010-07-29,Private Seller,0,Sedo
jf.com,101000,SOLD,2010-01-01,Private Seller,0,Sedo
shortsale.com,101000,SOLD,2010-10-24,Private Seller,0,SnapNames
business.tv,100999,SOLD,2010-05-06,Private Seller,0,Sedo
xi.com,100930,SOLD,2010-01-01,Private Seller,0,SnapNames
xi.com,100930,SOLD,2010-08-18,Private Seller,0,Moniker
cashusa.com,100000,SOLD,2010-02-26,Private Seller,0,Afternic
guagua.com,100000,SOLD,2010-03-11,Private Seller,0,Sedo
prize.com,100000,SOLD,2010-04-07,Private Seller,0,Sedo
tr3s.com,100000,SOLD,2010-06-04,Private Seller,0,domainator.com
cheesecake.com,100000,SOLD,2010-06-04,Private Seller,0,Rick Latona
pengyou.net,100000,SOLD,2010-06-23,Private Seller,0,Sedo
pengyou.com,100000,SOLD,2010-06-23,Private Seller,0,Sedo
027.com,100000,SOLD,2010-06-23,Private Seller,0,Sedo
sydneyhotels.com,100000,SOLD,2010-07-09,Private Seller,0,Private
dirt.com,100000,SOLD,2010-09-15,Private Seller,0,GoDaddy
mec.com,99000,SOLD,2010-04-08,Private Seller,0,Sedo
kissinggames.com,98000,SOLD,2010-08-18,Private Seller,0,Private
rugs.co.uk,94800,SOLD,2010-11-03,Private Seller,0,Sedo
gifted.com,94000,SOLD,2010-04-22,Private Seller,0,Sedo
freemarket.com,93000,SOLD,2010-07-15,Private Seller,0,Sedo
onlinecollegeclasses.com,91000,SOLD,2010-09-10,Private Seller,0,Nokta
fiction.com,90000,SOLD,2010-07-15,Private Seller,0,Private
oy.com,90000,SOLD,2010-08-05,Private Seller,0,Sedo
etfs.com,90000,SOLD,2010-10-27,Private Seller,0,SnapNames
blackfridaysales.com,90000,SOLD,2010-11-25,Private Seller,0,Sedo
kiev.com,88000,SOLD,2010-01-01,Private Seller,0,Sedo
mycard.com,88000,SOLD,2010-11-11,Private Seller,0,SnapNames
adhoc.com,87750,SOLD,2010-11-18,Private Seller,0,Sedo
pakistan.de,87049,SOLD,2010-03-25,Private Seller,0,Sedo
mygarage.com,85000,SOLD,2010-08-25,Private Seller,0,yummynames
gambling.com,2500000,SOLD,2011-05-04,Private Seller,0,Sedo
55.com,2317200,SOLD,2011-07-31,Private Seller,0,Private
domainname.com,1000000,SOLD,2011-05-19,Private Seller,0,Boxcar
chinese.com,810001,SOLD,2011-01-07,Private Seller,0,Sedo
aktien.de,725000,SOLD,2011-08-03,Private Seller,0,Sedo
vu.com,700000,SOLD,2011-01-01,Private Seller,0,Private
runningshoes.com,700000,SOLD,2011-04-28,Private Seller,0,Private
answer.com,550000,SOLD,2011-12-07,Private Seller,0,SnapNames
11.com,525000,SOLD,2011-11-02,Private Seller,0,MediaOptions
gamesforgirls.com,500000,SOLD,2011-02-18,Private Seller,0,Sedo
puzzle.com,500000,SOLD,2011-05-12,Private Seller,0,Afternic
gay.xxx,500000,SOLD,2011-10-19,Private Seller,0,Private
3d.com,500000,SOLD,2011-12-21,Private Seller,0,Sedo
meet.me,450000,SOLD,2011-11-23,Private Seller,0,Private
autoinsurance.org,440000,SOLD,2011-04-07,Private Seller,0,Media Options
wellnessfinder.com,428385,SOLD,2011-06-27,Private Seller,0,Sedo
body.com,400000,SOLD,2011-03-24,Private Seller,0,Sedo
look.com,400000,SOLD,2011-11-09,Private Seller,0,Private
gibraltar.com,360000,SOLD,2011-01-10,Private Seller,0,Sedo
33.com,358000,SOLD,2011-05-26,Private Seller,0,domainadvisors
top.com,357500,SOLD,2011-01-07,Private Seller,0,Sedo
datacenter.com,352500,SOLD,2011-06-21,Private Seller,0,Sedo
cupidon.com,285250,SOLD,2011-06-01,Private Seller,0,Private
45.com,280000,SOLD,2011-12-28,Private Seller,0,Moniker
grid.com,275000,SOLD,2011-08-02,Private Seller,0,Sedo
action.com,270000,SOLD,2011-02-16,Private Seller,0,Sedo
downloadmusic.com,242500,SOLD,2011-08-10,Private Seller,0,Private
lawfirm.com,233501,SOLD,2011-01-06,Private Seller,0,Sedo
driven.com,225000,SOLD,2011-03-31,Private Seller,0,Castello Brothers
consolidation.com,220000,SOLD,2011-05-03,Private Seller,0,Sedo
billionaire.com,215000,SOLD,2011-06-21,Private Seller,0,Sedo
suv.com,210000,SOLD,2011-11-09,Private Seller,0,SnapNames
monalisa.com,200000,SOLD,2011-05-15,Private Seller,0,Sedo
republic.com,200000,SOLD,2011-10-05,Private Seller,0,Sedo
shield.com,190000,SOLD,2011-03-29,Private Seller,0,Sedo
ts.com,186000,SOLD,2011-01-01,Private Seller,0,Sedo
stockbrokers.com,185000,SOLD,2011-02-11,Private Seller,0,Private
3gstore.de,181479,SOLD,2011-09-30,Private Seller,0,Sedo
chinese.net,180000,SOLD,2011-02-19,Private Seller,0,Sedo
honest.com,180000,SOLD,2011-12-31,Private Seller,0,GoDaddy
ukr.com,177777,SOLD,2011-06-01,Private Seller,0,Sedo
mind.com,171600,SOLD,2011-04-13,Private Seller,0,Sedo
cars.net,170000,SOLD,2011-06-29,Private Seller,0,UpMarketDNs
metal.com,165000,SOLD,2011-01-14,Private Seller,0,Sedo
favorites.com,165000,SOLD,2011-08-31,Private Seller,0,DomainMarket
aerospace.com,160200,SOLD,2011-07-27,Private Seller,0,NameJet
powerpoker.com,160000,SOLD,2011-01-09,Private Seller,0,Sedo
tractors.com,153500,SOLD,2011-01-10,Private Seller,0,Sedo
masculin.com,150000,SOLD,2011-03-26,Private Seller,0,Sedo
bluejeans.com,150000,SOLD,2011-03-31,Private Seller,0,Private
wellnessfinder.com,150000,SOLD,2011-06-28,Private Seller,0,Sedo
esignature.com,150000,SOLD,2011-08-17,Private Seller,0,DomainGuardians
calm.com,140000,SOLD,2011-09-30,Private Seller,0,Private
creditcard.net,138000,SOLD,2011-10-05,Private Seller,0,Private
sec.de,136850,SOLD,2011-01-08,Private Seller,0,Sedo
houserentals.com,135800,SOLD,2011-08-01,Private Seller,0,NameJet
solo.com,133000,SOLD,2011-11-09,Private Seller,0,Sedo
onlinekredit.net,131000,SOLD,2011-01-12,Private Seller,0,Sedo
beds.co.uk,130400,SOLD,2011-09-07,Private Seller,0,Private
mariage.com,129720,SOLD,2011-04-06,Private Seller,0,Sedo
investmentproperty.com.au,127501,SOLD,2011-09-28,Private Seller,0,NetFleet
investmentproperty.com.au,125001,SOLD,2011-09-14,Private Seller,0,NetFleet
supernatural.com,125000,SOLD,2011-03-29,Private Seller,0,Sedo
hx.com,125000,SOLD,2011-04-14,Private Seller,0,Media Options
local.ly,125000,SOLD,2011-11-09,Private Seller,0,private
qx.com,124975,SOLD,2011-01-01,Private Seller,0,SnapNames
freecreditscore.org,123000,SOLD,2011-01-27,Private Seller,0,Sedo
onlinedegree.com,120000,SOLD,2011-07-20,Private Seller,0,Sedo
mai.com,119200,SOLD,2011-05-11,Private Seller,0,Sedo
won.com,115000,SOLD,2011-03-03,Private Seller,0,SnapNames
criminallawyer.com,115000,SOLD,2011-10-19,Private Seller,0,DomainHoldings
cardoo.com,110000,SOLD,2011-04-14,Private Seller,0,Afternic
qatar.com,110000,SOLD,2011-07-20,Private Seller,0,Sedo
pokerbonus.com,110000,SOLD,2011-11-30,Private Seller,0,GoDaddy
zy.com,105999,SOLD,2011-01-01,Private Seller,0,Sedo
hardware.de,105910,SOLD,2011-01-15,Private Seller,0,Sedo
copy.com,101300,SOLD,2011-08-15,Private Seller,0,NameJet
website.de,101150,SOLD,2011-01-10,Private Seller,0,Sedo
lela.com,100463,SOLD,2011-12-14,Private Seller,0,GoDaddy
61.com,100000,SOLD,2011-01-06,Private Seller,0,Sedo
onlinekredit.net,100000,SOLD,2011-01-06,Private Seller,0,SnapNames
15.com,100000,SOLD,2011-01-08,Private Seller,0,Sedo
debit.com,100000,SOLD,2011-01-11,Private Seller,0,Sedo
poker.com.au,100000,SOLD,2011-01-12,Private Seller,0,SnapNames
soulmate.com,100000,SOLD,2011-01-13,Private Seller,0,Afternic
pow.com,100000,SOLD,2011-01-28,Private Seller,0,Sedo
amt.com,100000,SOLD,2011-02-18,Private Seller,0,Sedo
xxxbook.com,100000,SOLD,2011-03-16,Private Seller,0,Sedo
auto.fr,100000,SOLD,2011-03-24,Private Seller,0,Sedo
navidad.com,100000,SOLD,2011-04-20,Private Seller,0,Sedo
deals.com.au,100000,SOLD,2011-04-28,Private Seller,0,Private
ocean.com,100000,SOLD,2011-05-19,Private Seller,0,Boxcar
84.net,100000,SOLD,2011-06-09,Private Seller,0,Private
upcloud.com,100000,SOLD,2011-06-30,Private Seller,0,GoDaddy
xueqiu.com,100000,SOLD,2011-09-28,Private Seller,0,Sedo
siteweb.com,100000,SOLD,2011-10-05,Private Seller,0,Sedo
silvercoins.com,100000,SOLD,2011-10-05,Private Seller,0,Sedo
onlinecasino.co,100000,SOLD,2011-10-19,Private Seller,0,Private
local.ly,100000,SOLD,2011-11-08,Private Seller,0,Private
235.com,100000,SOLD,2011-11-09,Private Seller,0,DNBiz
investing.com,2450000,SOLD,2012-12-19,Private Seller,0,Private
dudu.com,1000000,SOLD,2012-01-05,Private Seller,0,Sedo
personalloans.com,1000000,SOLD,2012-02-20,Private Seller,0,Uniregistry
jackpot.com,500000,SOLD,2012-04-25,Private Seller,0,Moniker
challenge.com,500000,SOLD,2012-10-17,Private Seller,0,Private
webhosting.co.uk,500000,SOLD,2012-10-30,Private Seller,0,Sedo
freewebsite.com,500000,SOLD,2012-11-14,Private Seller,0,Private
psoriasis.com,350000,SOLD,2012-03-31,Private Seller,0,GoDaddy
giftbasket.com,350000,SOLD,2012-11-28,Private Seller,0,FindYourDomain
hoteles.es,334428,SOLD,2012-08-03,Private Seller,0,Sedo
bj.com,325000,SOLD,2012-01-01,Private Seller,0,Toby Clements
vi.com,325000,SOLD,2012-01-01,Private Seller,0,Private
60.com,310000,SOLD,2012-05-16,Private Seller,0,KuwaitNet.net
rh.com,304000,SOLD,2012-10-17,Private Seller,0,MediaOptions
platinum.com,250000,SOLD,2012-10-03,Private Seller,0,SnapNames
feng.com,250000,SOLD,2012-11-28,Private Seller,0,FindYourDomain
fo.com,245000,SOLD,2012-01-01,Private Seller,0,DomainAdvisors
bowlingballs.com,225000,SOLD,2012-02-15,Private Seller,0,Private
cotton.com,205890,SOLD,2012-11-28,Private Seller,0,SnapNames
movingcompany.com,195000,SOLD,2012-06-27,Private Seller,0,Moniker
saturn.pl,189930,SOLD,2012-02-15,Private Seller,0,Private
cdn.net,185000,SOLD,2012-03-21,Private Seller,0,Uniregistry
phonemarket.com,180000,SOLD,2012-04-11,Private Seller,0,Sedo
nye.com,175500,SOLD,2012-12-19,Private Seller,0,NameJet
bra.com,165000,SOLD,2012-08-14,Private Seller,0,Sedo
lov.com,160000,SOLD,2012-02-20,Private Seller,0,Uniregistry
phd.com,150000,SOLD,2012-01-11,Private Seller,0,SnapNames
kboing.com,150000,SOLD,2012-03-07,Private Seller,0,Sedo
restaurantsupply.com,150000,SOLD,2012-10-01,Private Seller,0,MostWantedDomains
freesexcams.com,150000,SOLD,2012-11-14,Private Seller,0,eRealEstate
ecs.com,150000,SOLD,2012-11-28,Private Seller,0,Private
buy.me,148350,SOLD,2012-10-10,Private Seller,0,Sedo
frame.com,148000,SOLD,2012-01-18,Private Seller,0,Tony Clements Newsletter/ MediaOptions
ule.com,145000,SOLD,2012-02-15,Private Seller,0,Private
online-casino.de,144900,SOLD,2012-06-20,Private Seller,0,Sedo
metal.com,140000,SOLD,2012-08-01,Private Seller,0,Sedo
cognac.com,140000,SOLD,2012-11-07,Private Seller,0,Private
sol.com,128772,SOLD,2012-03-09,Private Seller,0,Sedo
bolt.com,125581,SOLD,2012-01-11,Private Seller,0,SnapNames
airline.com,125000,SOLD,2012-02-15,Private Seller,0,DomainHoldings
channel.com,125000,SOLD,2012-03-15,Private Seller,0,Sedo
afw.com,125000,SOLD,2012-03-31,Private Seller,0,GoDaddy
toys.xxx,125000,SOLD,2012-05-09,Private Seller,0,ICM Registry
yg.com,125000,SOLD,2012-08-08,Private Seller,0,Toby Clements Newsletter
flights.ca,120000,SOLD,2012-01-18,Private Seller,0,Private
leo.com,120000,SOLD,2012-05-16,Private Seller,0,Toby Clements Newsletter
paddle.com,120000,SOLD,2012-08-26,Private Seller,0,Afternic
cricketscore.com,118000,SOLD,2012-07-25,Private Seller,0,Uniregistry
designers.com,118000,SOLD,2012-08-02,Private Seller,0,Sedo
line.com,118000,SOLD,2012-12-26,Private Seller,0,Uniregistry
fahrrad.com,117279,SOLD,2012-10-08,Private Seller,0,Sedo
sommerhus.dk,115509,SOLD,2012-04-25,Private Seller,0,Sedo
indi.com,115000,SOLD,2012-05-09,Private Seller,0,Uniregistry
glamorous.com,115000,SOLD,2012-12-26,Private Seller,0,Uniregistry / DomainAdvisors
ahha.com,112000,SOLD,2012-05-15,Private Seller,0,Sedo
let.com,100000,SOLD,2012-02-22,Private Seller,0,Afternic
end.com,100000,SOLD,2012-03-22,Private Seller,0,Sedo
ediscovery.com,100000,SOLD,2012-04-04,Private Seller,0,Uniregistry / DomainAdvisors
bosnia.com,100000,SOLD,2012-05-16,Private Seller,0,DomainAdvisors
paste.com,100000,SOLD,2012-11-08,Private Seller,0,Sedo
lahotels.com,100000,SOLD,2012-11-21,Private Seller,0,Sedo
pizza.at,96705,SOLD,2012-10-30,Private Seller,0,Sedo
flora.com,95000,SOLD,2012-01-11,Private Seller,0,SnapNames
keywordtool.com,90000,SOLD,2012-01-11,Private Seller,0,Nokta
aili.com,90000,SOLD,2012-02-22,Private Seller,0,MostWantedDomains
movies.xxx,90000,SOLD,2012-04-25,Private Seller,0,ICM Registry
onlinefreegames.com,90000,SOLD,2012-05-08,Private Seller,0,Sedo
mizu.com,90000,SOLD,2012-07-25,Private Seller,0,Uniregistry
tracy.com,90000,SOLD,2012-09-19,Private Seller,0,WebQuest
teachingjobs.com,89250,SOLD,2012-08-31,Private Seller,0,GoDaddy
footfetish.xxx,89000,SOLD,2012-04-11,Private Seller,0,ICM Registry
apartmentlistings.com,87500,SOLD,2012-03-07,Private Seller,0,Afternic
cartransport.com,85400,SOLD,2012-11-04,Private Seller,0,Afternic
onlinecasinos.de,85150,SOLD,2012-03-14,Private Seller,0,Sedo
bohe.com,85000,SOLD,2012-05-09,Private Seller,0,4.CN / Uniregistry
electriccompany.com,85000,SOLD,2012-07-25,Private Seller,0,Uniregistry
adrenaline.com,85000,SOLD,2012-10-17,Private Seller,0,Webquest
online-casinos.de,84500,SOLD,2012-03-21,Private Seller,0,Sedo
cruises.co,82500,SOLD,2012-09-19,Private Seller,0,Private
treadmill.com,81250,SOLD,2012-12-30,Private Seller,0,Afternic
resultados.com,80000,SOLD,2012-05-23,Private Seller,0,SpanishLanguageDomains / Uniregistry
liveticker.com,80000,SOLD,2012-05-30,Private Seller,0,Uniregistry
interest.me,80000,SOLD,2012-05-30,Private Seller,0,Sedo
conferencecalling.com,80000,SOLD,2012-06-20,Private Seller,0,Afternic
tmg.com,80000,SOLD,2012-07-31,Private Seller,0,GoDaddy
chargepoint.com,80000,SOLD,2012-08-01,Private Seller,0,Sedo
lhn.com,80000,SOLD,2012-10-31,Private Seller,0,Private
endgame.com,80000,SOLD,2012-11-30,Private Seller,0,GoDaddy
cheapcruises.co.uk,77500,SOLD,2012-08-01,Private Seller,0,Fwitter.co.uk
wingman.com,75000,SOLD,2012-01-01,Private Seller,0,GoDaddy
artdeco.com,75000,SOLD,2012-06-22,Private Seller,0,Sedo
vogel.com,75000,SOLD,2012-10-10,Private Seller,0,Sedo
hot.net,74850,SOLD,2012-04-25,Private Seller,0,Sedo
gruppenreisen.de,74417,SOLD,2012-06-12,Private Seller,0,Sedo
xingzuo.com,74000,SOLD,2012-05-30,Private Seller,0,4.cn / Uniregistry
yin.com,71100,SOLD,2012-11-29,Private Seller,0,NameJet
biba.com,70602,SOLD,2012-08-22,Private Seller,0,Sedo
wirelessphones.com,70000,SOLD,2012-04-25,Private Seller,0,Afternic
finance.co.za,70000,SOLD,2012-07-25,Private Seller,0,Durni Companies
miniplay.com,70000,SOLD,2012-12-05,Private Seller,0,Uniregistry
ig.com,4700000,SOLD,2013-09-18,Private Seller,0,Igloo/Marcus Kocak
kk.com,2400000,SOLD,2013-11-20,Private Seller,0,SnapNames
114.com,2100000,SOLD,2013-07-17,Private Seller,0,Private
dailymail.com,1500000,SOLD,2013-11-30,Private Seller,0,Private
ebet.com,1350000,SOLD,2013-10-23,Private Seller,0,Private
silver.com,875000,SOLD,2013-01-09,Private Seller,0,WebsiteProperties
hot.com,850000,SOLD,2013-10-09,Private Seller,0,SnapNames
fix.com,850000,SOLD,2013-12-18,Private Seller,0,WebsiteProperties
mathgames.com,725000,SOLD,2013-08-14,Private Seller,0,Private
reversemortgages.com,600000,SOLD,2013-08-07,Private Seller,0,Igloo / Uniregistry
brand.com,500000,SOLD,2013-07-10,Private Seller,0,WebsiteBrokerage
housing.com,500000,SOLD,2013-10-09,Private Seller,0,Private
finances.com,500000,SOLD,2013-10-09,Private Seller,0,Private
shout.com,450000,SOLD,2013-10-23,Private Seller,0,WebsiteProperties
jobs.ca,450000,SOLD,2013-12-25,Private Seller,0,Sedo
teen.xxx,400000,SOLD,2013-10-23,Private Seller,0,ICM Registry
body.com,380000,SOLD,2013-07-24,Private Seller,0,GoDaddy
booker.com,375000,SOLD,2013-01-23,Private Seller,0,Private
ride.com,325000,SOLD,2013-11-20,Private Seller,0,DomaiNameSales
mojo.com,300000,SOLD,2013-02-20,Private Seller,0,DomainAdvisors
yinhang.com,300000,SOLD,2013-05-08,Private Seller,0,Sedo
dji.com,300000,SOLD,2013-07-30,Private Seller,0,Sedo
moms.com,252000,SOLD,2013-05-06,Private Seller,0,Sedo
stockphoto.com,250000,SOLD,2013-01-09,Private Seller,0,Flippa
trek.com,245000,SOLD,2013-07-03,Private Seller,0,SharedReviews
88888.com,245000,SOLD,2013-12-04,Private Seller,0,Uniregistry
qr.com,230000,SOLD,2013-12-25,Private Seller,0,Heritage Auctions
apuestas.com,221067,SOLD,2013-02-08,Private Seller,0,Sedo
sexstories.com,200000,SOLD,2013-05-01,Private Seller,0,HuntingMoon
asianporn.com,200000,SOLD,2013-05-01,Private Seller,0,HuntingMoon
kosher.com,200000,SOLD,2013-11-06,Private Seller,0,WebsiteProperties
datacenters.com,190000,SOLD,2013-10-16,Private Seller,0,Uniregistry
waitress.com,168000,SOLD,2013-10-16,Private Seller,0,Uniregistry
estate.com,165000,SOLD,2013-02-13,Private Seller,0,UpMarketDNS
boatsforsale.com,162500,SOLD,2013-06-19,Private Seller,0,Uniregistry
mobile.xxx,160000,SOLD,2013-02-20,Private Seller,0,ICM Registry
intranet.com,160000,SOLD,2013-09-15,Private Seller,0,Sedo
moneta.com,150000,SOLD,2013-09-30,Private Seller,0,Sedo
pizza.net,150000,SOLD,2013-10-02,Private Seller,0,PremiumURLs.net
elend.com,140000,SOLD,2013-03-31,Private Seller,0,GoDaddy
3c.com,140000,SOLD,2013-09-18,Private Seller,0,SuccessClick/ DomainGuardians
xz.com,138000,SOLD,2013-12-25,Private Seller,0,Heritage Auctions
sandwich.com,137500,SOLD,2013-12-05,Private Seller,0,Sedo
rss.com,135000,SOLD,2013-07-31,Private Seller,0,Private
partners.com,125000,SOLD,2013-02-27,Private Seller,0,Sedo
shen.com,125000,SOLD,2013-11-06,Private Seller,0,FindYourDomain
connectnow.com,120000,SOLD,2013-04-05,Private Seller,0,Sedo
zc.com,120000,SOLD,2013-04-11,Private Seller,0,NameJet
select.com,120000,SOLD,2013-05-22,Private Seller,0,Pvt Sale/ DomainHoldings
russiangirls.com,120000,SOLD,2013-08-28,Private Seller,0,Uniregistry
fotograf.de,117810,SOLD,2013-05-15,Private Seller,0,Sedo
adib.com,117000,SOLD,2013-04-10,Private Seller,0,GoDaddy
unit.com,115000,SOLD,2013-03-27,Private Seller,0,DomainHoldings/ Zenchi.net
breathalyzer.com,115000,SOLD,2013-04-17,Private Seller,0,Sedo
torrents.com,112820,SOLD,2013-01-21,Private Seller,0,Sedo
animation.com,112125,SOLD,2013-12-25,Private Seller,0,Heritage Auctions
surrogate.com,110000,SOLD,2013-07-10,Private Seller,0,Uniregistry
dumpsters.com,110000,SOLD,2013-09-18,Private Seller,0,DNBiz
musique.com,103500,SOLD,2013-12-25,Private Seller,0,Sedo
cruises.com.au,103400,SOLD,2013-10-16,Private Seller,0,dTrade
pizza.nl,102930,SOLD,2013-12-10,Private Seller,0,Sedo
radius.com,100000,SOLD,2013-05-15,Private Seller,0,DomainAgents
deco.com,100000,SOLD,2013-08-27,Private Seller,0,Sedo
ops.com,100000,SOLD,2013-09-11,Private Seller,0,GoDaddy
tangerine.com,100000,SOLD,2013-11-06,Private Seller,0,Castello Brothers
lsn.com,100000,SOLD,2013-11-20,Private Seller,0,SnapNames
1001.com,100000,SOLD,2013-12-03,Private Seller,0,Sedo
flight.ca,99000,SOLD,2013-08-14,Private Seller,0,GoDaddy
evora.com,94000,SOLD,2013-04-30,Private Seller,0,Sedo
banque.com,91210,SOLD,2013-02-27,Private Seller,0,Sedo
lawhelp.com,85000,SOLD,2013-02-25,Private Seller,0,Afternic
symbols.com,85000,SOLD,2013-12-25,Private Seller,0,Private
schokolade.de,80961,SOLD,2013-03-27,Private Seller,0,Sedo
shoot.com,80000,SOLD,2013-07-03,Private Seller,0,SharedReviews
qiku.com,80000,SOLD,2013-11-06,Private Seller,0,Uniregistry
vagadeemprego.com,78600,SOLD,2013-03-06,Private Seller,0,Sedo
musics.com,76000,SOLD,2013-11-18,Private Seller,0,GoDaddy
ulive.com,75000,SOLD,2013-01-28,Private Seller,0,Afternic
cellphonecases.com,75000,SOLD,2013-02-13,Private Seller,0,Uniregistry
ulive.com,75000,SOLD,2013-02-20,Private Seller,0,Afternic
projectlife.com,75000,SOLD,2013-02-27,Private Seller,0,Uniregistry
medicine.org,75000,SOLD,2013-03-12,Private Seller,0,Sedo
numi.com,75000,SOLD,2013-04-10,Private Seller,0,Uniregistry
idtech.com,75000,SOLD,2013-07-24,Private Seller,0,Uniregistry
credo.com,75000,SOLD,2013-09-16,Private Seller,0,Afternic
doa.com,74400,SOLD,2013-01-11,Private Seller,0,NameJet
outbreak.com,73000,SOLD,2013-11-03,Private Seller,0,Afternic
fortnite.com,71500,SOLD,2013-07-10,Private Seller,0,GoDaddy
struts.com,70000,SOLD,2013-05-01,Private Seller,0,DomainHoldings
oto.net,69435,SOLD,2013-02-27,Private Seller,0,Aziz Serkan KILIC
oar.com,69000,SOLD,2013-02-13,Private Seller,0,Flippa
walkintubs.com,69000,SOLD,2013-02-13,Private Seller,0,Afternic
5.co.uk,67611,SOLD,2013-12-25,Private Seller,0,NameJet
juxin.com,66666,SOLD,2013-05-15,Private Seller,0,Sedo
