Domain,Price,Status,Date,Type,Bids,Platform
freemen.com,72000,SOLD,2017-09-05,Private Seller,0,Uniregistry
odds.net,70000,SOLD,2017-01-10,Private Seller,0,Uniregistry
yoco.com,70000,SOLD,2017-06-06,Private Seller,0,Uniregistry
feetfirst.com,70000,SOLD,2017-07-13,Private Seller,0,Uniregistry
chop.com,70000,SOLD,2017-09-10,Private Seller,0,BQDN
crypto.com,12000000,SOLD,2018-06-02,Private Seller,0,Private
ice.com,3500000,SOLD,2018-07-06,Private Seller,0,Grit Brokerage
zoom.com,2000000,SOLD,2018-12-14,Private Seller,0,MediaOptions
fund.com,1500000,SOLD,2018-12-31,Private Seller,0,MediaOptions
super.com,1200000,SOLD,2018-02-26,Private Seller,0,NameJet
dxl.com,1150000,SOLD,2018-12-23,Private Seller,0,Pvt Sale
great.com,900000,SOLD,2018-01-30,Private Seller,0,NamesCon
liquid.com,750000,SOLD,2018-03-04,Private Seller,0,Starfire Holdings
files.com,750000,SOLD,2018-12-09,Private Seller,0,Sedo
view.com,737000,SOLD,2018-10-13,Private Seller,0,Private
mk.com,700000,SOLD,2018-11-09,Private Seller,0,NameExperts.com
christian.com,600000,SOLD,2018-08-10,Private Seller,0,Sedo
inception.com,550000,SOLD,2018-07-08,Private Seller,0,BestWeb
fo.com,510000,SOLD,2018-03-11,Private Seller,0,BQDN
online.casino,510000,SOLD,2018-06-12,Private Seller,0,Donuts
sleeping.com,502225,SOLD,2018-07-16,Private Seller,0,Buckley Media Group
snoring.com,502225,SOLD,2018-07-16,Private Seller,0,Buckley Media Group
home.loans,500000,SOLD,2018-01-21,Private Seller,0,Donuts
dax.com,500000,SOLD,2018-02-05,Private Seller,0,Sedo
tokens.com,500000,SOLD,2018-02-11,Private Seller,0,Starfire Holdings
q.org,500000,SOLD,2018-10-21,Private Seller,0,LegalBrandMarketing
kush.com,500000,SOLD,2018-11-15,Private Seller,0,Sedo
plants.com,450000,SOLD,2018-12-11,Private Seller,0,Sedo
pain.com,399999,SOLD,2018-12-13,Private Seller,0,Sedo
packet.com,350000,SOLD,2018-12-16,Private Seller,0,LegalBrandMarketing
inspection.com,335000,SOLD,2018-02-18,Private Seller,0,Buckley Media Group
nwm.com,325000,SOLD,2018-07-15,Private Seller,0,Pvt Sale
seva.com,310000,SOLD,2018-07-15,Private Seller,0,Pvt Sale
strength.com,300001,SOLD,2018-08-15,Private Seller,0,Flippa
the.club,300000,SOLD,2018-01-21,Private Seller,0,Brandaisy
een.com,300000,SOLD,2018-05-13,Private Seller,0,GetYourDomain
signet.com,300000,SOLD,2018-06-05,Private Seller,0,Afternic
509.com,295000,SOLD,2018-05-27,Private Seller,0,BQDN
mastermind.com,275000,SOLD,2018-06-17,Private Seller,0,Private
casino.ro,253268,SOLD,2018-10-09,Private Seller,0,Sedo
crosswordpuzzles.com,249980,SOLD,2018-03-16,Private Seller,0,Uniregistry
sportsmans.com,235000,SOLD,2018-08-12,Private Seller,0,BestWeb.com
star.org,225000,SOLD,2018-03-01,Private Seller,0,Sedo
015.com,223000,SOLD,2018-09-23,Private Seller,0,ChiragChavda
dxb.com,220000,SOLD,2018-01-17,Private Seller,0,Sharjil Saleem / Ali Rajpoot
gab.com,220000,SOLD,2018-09-12,Private Seller,0,Flippa
supernatural.com,215888,SOLD,2018-01-14,Private Seller,0,Above.com Brokerage
jumprope.com,200000,SOLD,2018-03-11,Private Seller,0,Jakob Knightly
jobster.com,200000,SOLD,2018-10-11,Private Seller,0,Sedo
cryptoworld.com,195000,SOLD,2018-01-14,Private Seller,0,DomainMarket
urw.com,195000,SOLD,2018-05-13,Private Seller,0,Pvt Sale
hybrid.com,190000,SOLD,2018-08-15,Private Seller,0,NameExperts.com
cpu.com,180000,SOLD,2018-02-02,Private Seller,0,Flippa
8.top,172758,SOLD,2018-05-22,Private Seller,0,Jiangsu Bangning
0007.com,172500,SOLD,2018-06-03,Private Seller,0,DomainsNext
deposit.com,170100,SOLD,2018-10-21,Private Seller,0,Sharjil Saleem
c.top,167223,SOLD,2018-04-19,Private Seller,0,Jiangsu Bangning
e.top,163125,SOLD,2018-01-15,Private Seller,0,Jiangsu Bangning
soulmate.com,160000,SOLD,2018-02-27,Private Seller,0,Flippa
can.com,155000,SOLD,2018-01-22,Private Seller,0,Sedo
presto.com,150000,SOLD,2018-02-04,Private Seller,0,Uniregistry
wjx.com,150000,SOLD,2018-03-11,Private Seller,0,Pvt Sale
fxt.com,150000,SOLD,2018-08-21,Private Seller,0,Sedo
user.com,150000,SOLD,2018-10-29,Private Seller,0,Sedo
surround.com,150000,SOLD,2018-12-23,Private Seller,0,LegalBrandMarketing
864.com,147000,SOLD,2018-11-01,Private Seller,0,NameJet
virus.com,142000,SOLD,2018-11-18,Private Seller,0,Pvt Sale
edit.com,140000,SOLD,2018-03-13,Private Seller,0,Sedo
cpu.com,140000,SOLD,2018-05-27,Private Seller,0,BQDN
bad.de,138443,SOLD,2018-09-05,Private Seller,0,Sedo
interspace.com,136410,SOLD,2018-05-20,Private Seller,0,GetYourDomain
hpx.com,130000,SOLD,2018-01-30,Private Seller,0,Sedo
nbx.com,130000,SOLD,2018-07-04,Private Seller,0,Sedo
mappa.com,127400,SOLD,2018-09-19,Private Seller,0,Sedo
flo.com,127258,SOLD,2018-05-30,Private Seller,0,Sedo
radian.com,125000,SOLD,2018-08-02,Private Seller,0,NameExperts.com
ila.com,125000,SOLD,2018-08-21,Private Seller,0,Sedo
emx.com,120000,SOLD,2018-03-19,Private Seller,0,Uniregistry
calltracking.com,120000,SOLD,2018-07-26,Private Seller,0,Private
avoid.com,117500,SOLD,2018-11-11,Private Seller,0,Nametra
wg.de,116488,SOLD,2018-10-25,Private Seller,0,Sedo
1m.com,112000,SOLD,2018-11-29,Private Seller,0,NameJet
rcoin.org,110000,SOLD,2018-01-22,Private Seller,0,Private
enhance.com,110000,SOLD,2018-05-27,Private Seller,0,BQDN
fomo.com,105000,SOLD,2018-07-09,Private Seller,0,Private
item.com,102000,SOLD,2018-07-01,Private Seller,0,CanavasMedia
music.ai,101500,SOLD,2018-01-14,Private Seller,0,DAN.com
hosts.com,100000,SOLD,2018-01-30,Private Seller,0,Uniregistry
payperclick.com,100000,SOLD,2018-01-30,Private Seller,0,NamesCon
jones.com,100000,SOLD,2018-02-18,Private Seller,0,BQDN
providers.com,100000,SOLD,2018-04-22,Private Seller,0,Buckley Media Group
ore.com,100000,SOLD,2018-12-16,Private Seller,0,BQDN
chivalry.com,100000,SOLD,2018-12-23,Private Seller,0,Pvt Sale
handle.com,95378,SOLD,2018-03-22,Private Seller,0,Sedo
cashout.com,95011,SOLD,2018-03-22,Private Seller,0,Uniregistry
3833.com,90500,SOLD,2018-09-23,Private Seller,0,ChiragChavda
hoteles.es,90400,SOLD,2018-12-02,Private Seller,0,Backorders.es
dollarcity.com,90000,SOLD,2018-09-30,Private Seller,0,DomainMarket
z6.com,88000,SOLD,2018-09-23,Private Seller,0,ChiragChavda
08.net,87000,SOLD,2018-09-30,Private Seller,0,Sharjil Saleem
koffer.com,86892,SOLD,2018-06-27,Private Seller,0,Sedo
3339.com,85000,SOLD,2018-01-15,Private Seller,0,NameJet
cryptogame.com,85000,SOLD,2018-03-11,Private Seller,0,RapidNames.com
wsb.com,85000,SOLD,2018-06-01,Private Seller,0,Sedo
feed.co,85000,SOLD,2018-06-04,Private Seller,0,Sedo
voice.com,30000000,SOLD,2019-05-30,Private Seller,0,Private
healthinsurance.com,8133000,SOLD,2019-07-31,Private Seller,0,Private
california.com,3000000,SOLD,2019-01-20,Private Seller,0,VIPBrokerage
room.com,1500000,SOLD,2019-07-14,Private Seller,0,Domain Holdings
eko.com,1500000,SOLD,2019-10-20,Private Seller,0,Uniregistry
tm.com,1250000,SOLD,2019-11-14,Private Seller,0,VIP Brokerage
rx.com,1000000,SOLD,2019-07-30,Private Seller,0,Sedo
nursing.com,950000,SOLD,2019-06-09,Private Seller,0,GetYourDomain
ol.com,900000,SOLD,2019-01-28,Private Seller,0,NamesCon
links.com,797361,SOLD,2019-06-25,Private Seller,0,Sedo
grove.com,656000,SOLD,2019-12-31,Private Seller,0,Private
medidata.com,600000,SOLD,2019-02-06,Private Seller,0,Private
mastermind.com,600000,SOLD,2019-12-15,Private Seller,0,Pvt Sale
carrot.com,565000,SOLD,2019-09-29,Private Seller,0,Name Ninja
ij.com,550000,SOLD,2019-11-03,Private Seller,0,DomainBooth.com
gorilla.com,496320,SOLD,2019-10-27,Private Seller,0,RightOfTheDot
bettingodds.com,487867,SOLD,2019-07-08,Private Seller,0,Sedo
leads.com,435000,SOLD,2019-01-28,Private Seller,0,NamesCon
cooking.com,402500,SOLD,2019-04-25,Private Seller,0,Sedo
casinos.org,400000,SOLD,2019-06-19,Private Seller,0,Sedo
domainnames.com,370000,SOLD,2019-01-28,Private Seller,0,NamesCon
instructor.com,360000,SOLD,2019-10-25,Private Seller,0,Private
chaos.com,350000,SOLD,2019-02-17,Private Seller,0,HQBrokerage
free.games,335000,SOLD,2019-05-26,Private Seller,0,WebQuest
ncc.com,300000,SOLD,2019-07-07,Private Seller,0,VIP Brokerage
joyride.com,300000,SOLD,2019-08-18,Private Seller,0,Uniregistry
fora.com,285000,SOLD,2019-07-14,Private Seller,0,NameExperts
money.com.au,280000,SOLD,2019-06-27,Private Seller,0,Private
pff.com,270000,SOLD,2019-06-09,Private Seller,0,Pvt Sale
taxes.com,250000,SOLD,2019-01-03,Private Seller,0,Sedo
cumberland.com,250000,SOLD,2019-03-25,Private Seller,0,Pvt Sale
sexe.com,231223,SOLD,2019-09-16,Private Seller,0,Sedo
message.com,195000,SOLD,2019-07-28,Private Seller,0,CanvasMedia
crystals.com,188000,SOLD,2019-06-27,Private Seller,0,Sedo
viajes.es,164746,SOLD,2019-07-09,Private Seller,0,Sedo
glance.com,160000,SOLD,2019-09-16,Private Seller,0,Sedo
greenroads.com,160000,SOLD,2019-11-24,Private Seller,0,Uniregistry
accidentattorney.com,150000,SOLD,2019-04-14,Private Seller,0,GoDaddy
mortgagerefinancing.com,148500,SOLD,2019-06-09,Private Seller,0,Warren Mae
gpa.com,140000,SOLD,2019-02-17,Private Seller,0,BQDN
instructors.com,140000,SOLD,2019-10-25,Private Seller,0,Private
ctx.com,139001,SOLD,2019-12-04,Private Seller,0,GoDaddy
c5.com,135000,SOLD,2019-02-03,Private Seller,0,NameExperts
snake.com,135000,SOLD,2019-04-07,Private Seller,0,BQDN
djs.com,130000,SOLD,2019-01-28,Private Seller,0,NamesCon
dae.com,126000,SOLD,2019-11-18,Private Seller,0,GoDaddy
6500.com,120000,SOLD,2019-11-17,Private Seller,0,Guta
pay.com.au,117810,SOLD,2019-07-07,Private Seller,0,VPE Pty Ltd
gme.com,115000,SOLD,2019-01-20,Private Seller,0,BQDN
import.com,115000,SOLD,2019-05-26,Private Seller,0,ApexMoon
stop.com,110000,SOLD,2019-01-28,Private Seller,0,NamesCon
1992.com,110000,SOLD,2019-03-31,Private Seller,0,eName
buoy.com,110000,SOLD,2019-11-19,Private Seller,0,Sedo
crete.com,105000,SOLD,2019-02-03,Private Seller,0,VPN.com
skim.com,105000,SOLD,2019-07-28,Private Seller,0,CanvasMedia
bestdeals.com,105000,SOLD,2019-08-04,Private Seller,0,Uniregistry
yotta.com,100000,SOLD,2019-04-18,Private Seller,0,Sedo
auer.com,100000,SOLD,2019-06-18,Private Seller,0,Sedo
role.com,100000,SOLD,2019-07-07,Private Seller,0,BQDN
katie.com,100000,SOLD,2019-08-04,Private Seller,0,Uniregistry
4t.com,100000,SOLD,2019-08-18,Private Seller,0,Afternic
rude.com,100000,SOLD,2019-11-03,Private Seller,0,DomainBooth.com
seedmagazine.com,99501,SOLD,2019-08-08,Private Seller,0,GoDaddy
aptum.com,94888,SOLD,2019-08-18,Private Seller,0,DomainMarket
skew.com,92000,SOLD,2019-08-25,Private Seller,0,Uniregistry
zb.app,91000,SOLD,2019-09-10,Private Seller,0,Afternic
monument.com,90000,SOLD,2019-04-28,Private Seller,0,BQDN
usu.com,90000,SOLD,2019-08-04,Private Seller,0,BQDN
21.de,89857,SOLD,2019-06-19,Private Seller,0,Sedo
pwa.com,88200,SOLD,2019-02-05,Private Seller,0,Sedo
bachelor.com,88000,SOLD,2019-08-04,Private Seller,0,BrokersCrowd
wanda.com,83817,SOLD,2019-11-07,Private Seller,0,NameJet
acetech.com,83637,SOLD,2019-08-23,Private Seller,0,Sedo
paga.com,79000,SOLD,2019-06-09,Private Seller,0,NewReach
8t.com,76000,SOLD,2019-06-20,Private Seller,0,NamesCon
fiona.com,75000,SOLD,2019-04-28,Private Seller,0,Apex Moon
phrase.com,75000,SOLD,2019-08-04,Private Seller,0,Uniregistry
touhou.com,75000,SOLD,2019-12-25,Private Seller,0,Sedo
prometheum.com,71842,SOLD,2019-04-14,Private Seller,0,Pvt Sale
ill.com,70000,SOLD,2019-01-08,Private Seller,0,Sedo
mywebsite.com,70000,SOLD,2019-02-28,Private Seller,0,NamesCon
boot.com,70000,SOLD,2019-03-06,Private Seller,0,Sedo
lifeforce.com,70000,SOLD,2019-09-15,Private Seller,0,DomainsNext
hallow.com,70000,SOLD,2019-09-22,Private Seller,0,Uniregistry
cryptoinsurance.com,70000,SOLD,2019-10-13,Private Seller,0,BlockchainNames
hlg.com,70000,SOLD,2019-11-03,Private Seller,0,DomainBooth.com
onehome.com,70000,SOLD,2019-12-03,Private Seller,0,Sedo
knots.com,69350,SOLD,2019-08-04,Private Seller,0,Uniregistry
kura.com,68495,SOLD,2019-08-28,Private Seller,0,NameJet
finalgoal.com,68000,SOLD,2019-01-02,Private Seller,0,Sedo
swipe.io,68000,SOLD,2019-06-10,Private Seller,0,Park.io
7f.com,68000,SOLD,2019-07-31,Private Seller,0,Sedo
4600.com,68000,SOLD,2019-11-13,Private Seller,0,GoDaddy
seereisen.de,66258,SOLD,2019-04-25,Private Seller,0,Sedo
fusionbank.com,65054,SOLD,2019-04-05,Private Seller,0,Sedo
b.cash,65000,SOLD,2019-04-09,Private Seller,0,Sedo
saxx.com,65000,SOLD,2019-11-08,Private Seller,0,Sedo
ia.de,62234,SOLD,2019-04-12,Private Seller,0,Sedo
oge.net,62000,SOLD,2019-12-16,Private Seller,0,Sedo
business.club,60936,SOLD,2019-04-21,Private Seller,0,Names.Club
christmas.com,3150000,SOLD,2020-11-30,Private Seller,0,VIPBrokerage.com
wise.com,2000000,SOLD,2020-10-29,Private Seller,0,Private
bullish.com,1080000,SOLD,2020-11-08,Private Seller,0,Best Web
selfmade.com,977500,SOLD,2020-10-31,Private Seller,0,GoDaddy
recursion.com,904000,SOLD,2020-12-31,Private Seller,0,Private
engage.com,803025,SOLD,2020-12-06,Private Seller,0,Buckley Media
nas.com,720000,SOLD,2020-09-27,Private Seller,0,Private
oa.com,609068,SOLD,2020-02-27,Private Seller,0,Sedo
151.com,415000,SOLD,2020-03-15,Private Seller,0,DomainBooth.com
ingles.com,400000,SOLD,2020-06-30,Private Seller,0,GoDaddy
boatsforsale.com,396769,SOLD,2020-08-30,Private Seller,0,Pvt Sale
curve.com,360360,SOLD,2020-01-31,Private Seller,0,Private
exclusive.com,350000,SOLD,2020-11-30,Private Seller,0,GoDaddy
palace.com,306000,SOLD,2020-02-23,Private Seller,0,DomainBooth.com
kick.com,276077,SOLD,2020-06-21,Private Seller,0,RightOfTheDot
results.com,264000,SOLD,2020-01-19,Private Seller,0,Sedo
it.co.uk,235007,SOLD,2020-06-17,Private Seller,0,Sedo
picture.com,225000,SOLD,2020-11-08,Private Seller,0,DomainBooth.com
free.co.uk,205000,SOLD,2020-03-08,Private Seller,0,DomainBooth.com
believe.com,200915,SOLD,2020-06-21,Private Seller,0,BuckleyMedia
profitable.com,200000,SOLD,2020-02-12,Private Seller,0,Sedo
shop.app,200000,SOLD,2020-03-26,Private Seller,0,Sedo
aoa.com,200000,SOLD,2020-03-29,Private Seller,0,Bonfire Development
bodo.com,200000,SOLD,2020-11-30,Private Seller,0,GoDaddy
https.com,197000,SOLD,2020-11-30,Private Seller,0,GoDaddy
bath.com,195000,SOLD,2020-11-08,Private Seller,0,CanavasMedia
electriccar.com,180000,SOLD,2020-05-11,Private Seller,0,Sedo
prove.com,175000,SOLD,2020-07-07,Private Seller,0,GritBrokerage.com
bao.com,172984,SOLD,2020-03-24,Private Seller,0,4.CN
ready.org,169888,SOLD,2020-03-08,Private Seller,0,DomainMarket
bier.de,160497,SOLD,2020-04-23,Private Seller,0,Sedo
fanbase.com,151000,SOLD,2020-08-16,Private Seller,0,GoDaddy
yac.com,150000,SOLD,2020-01-31,Private Seller,0,Saw.com
bettingtips.com,150000,SOLD,2020-02-18,Private Seller,0,Sedo
cgd.com,150000,SOLD,2020-10-31,Private Seller,0,GoDaddy
skates.com,150000,SOLD,2020-10-31,Private Seller,0,GoDaddy
foreveryoung.com,150000,SOLD,2020-11-08,Private Seller,0,DomainSource
memento.com,148000,SOLD,2020-07-15,Private Seller,0,Sedo
zcg.com,140000,SOLD,2020-07-31,Private Seller,0,GoDaddy
linktree.com,138000,SOLD,2020-11-30,Private Seller,0,GoDaddy
mim.com,131410,SOLD,2020-11-30,Private Seller,0,Sedo
wallpapers.com,129500,SOLD,2020-07-31,Private Seller,0,GoDaddy
live.chat,125000,SOLD,2020-02-02,Private Seller,0,Donuts
lendable.com,125000,SOLD,2020-06-30,Private Seller,0,GoDaddy
expireddomains.com,125000,SOLD,2020-09-15,Private Seller,0,NameMarket.com
clearstreet.com,125000,SOLD,2020-11-30,Private Seller,0,GoDaddy
apuestas.es,123340,SOLD,2020-01-23,Private Seller,0,Sedo
vehicle.com,121675,SOLD,2020-07-05,Private Seller,0,RightOfTheDot
limit.com,120000,SOLD,2020-12-22,Private Seller,0,Sedo
almi.com,117500,SOLD,2020-08-14,Private Seller,0,ASZ.com
plains.com,115000,SOLD,2020-04-26,Private Seller,0,Sedo
wbs.com,115000,SOLD,2020-06-30,Private Seller,0,GoDaddy
caretaker.com,112000,SOLD,2020-10-11,Private Seller,0,NetIncome Ventures
rows.com,110000,SOLD,2020-04-30,Private Seller,0,Saw.com
hairplus.com,110000,SOLD,2020-11-30,Private Seller,0,GoDaddy
confirm.com,108000,SOLD,2020-10-13,Private Seller,0,Sedo
expert.ai,107495,SOLD,2020-06-23,Private Seller,0,Sedo
rever.com,107222,SOLD,2020-10-31,Private Seller,0,GoDaddy
along.org,107217,SOLD,2020-11-30,Private Seller,0,GoDaddy
january.com,107000,SOLD,2020-03-01,Private Seller,0,Apex Moon
vaninsurance.co.uk,106769,SOLD,2020-06-30,Private Seller,0,GoDaddy
constitutionus.com,103000,SOLD,2020-09-12,Private Seller,0,GoDaddy
iagent.com,102000,SOLD,2020-07-31,Private Seller,0,GoDaddy
homefinance.com,100890,SOLD,2020-11-08,Private Seller,0,BuckleyMedia
barri.com,100000,SOLD,2020-01-12,Private Seller,0,NameExperts
bti.com,100000,SOLD,2020-02-16,Private Seller,0,Uniregistry
winemaker.com,100000,SOLD,2020-04-11,Private Seller,0,NetIncome.com
greenstreet.com,100000,SOLD,2020-06-07,Private Seller,0,Buckley Media
fivenines.com,100000,SOLD,2020-06-30,Private Seller,0,GoDaddy
vaninsurance.com,100000,SOLD,2020-06-30,Private Seller,0,GoDaddy
interlock.com,100000,SOLD,2020-08-16,Private Seller,0,LegalBrandMarketing
muo.com,100000,SOLD,2020-08-31,Private Seller,0,Saw.com
nrh.com,100000,SOLD,2020-10-11,Private Seller,0,NetIncome Ventures
jod.com,100000,SOLD,2020-10-31,Private Seller,0,GoDaddy
oder.com,100000,SOLD,2020-11-30,Private Seller,0,GoDaddy
wingman.com,100000,SOLD,2020-11-30,Private Seller,0,GoDaddy
spectacle.com,100000,SOLD,2020-12-15,Private Seller,0,Sedo
jhx.com,100000,SOLD,2020-12-20,Private Seller,0,GritBrokerage
hiphi.com,99999,SOLD,2020-07-27,Private Seller,0,Sedo
mumbai.com,99000,SOLD,2020-10-31,Private Seller,0,GoDaddy
askme.com,95000,SOLD,2020-02-26,Private Seller,0,NameJet
buybuy.com,95000,SOLD,2020-08-20,Private Seller,0,ASZ.com
lightrock.com,94888,SOLD,2020-10-25,Private Seller,0,DomainMarket
therapists.com,91183,SOLD,2020-04-12,Private Seller,0,Buckley Media
estates.com,90000,SOLD,2020-05-10,Private Seller,0,GritBrokerage
hfm.com,90000,SOLD,2020-06-30,Private Seller,0,GoDaddy
ukg.com,90000,SOLD,2020-07-05,Private Seller,0,Morgan Linton
automationcloud.com,90000,SOLD,2020-10-31,Private Seller,0,GoDaddy
factoryoutlet.com,89999,SOLD,2020-09-27,Private Seller,0,GritBrokerage
download.it,85500,SOLD,2020-03-08,Private Seller,0,Nidoma
brakes.com,85000,SOLD,2020-05-31,Private Seller,0,Saw.com
factcheck.com,85000,SOLD,2020-10-31,Private Seller,0,GoDaddy
7910.com,83250,SOLD,2020-01-23,Private Seller,0,GoDaddy
heloc.com,82500,SOLD,2020-03-08,Private Seller,0,Buckley Media
khols.com,81559,SOLD,2020-03-28,Private Seller,0,NameJet
thyme.com,80000,SOLD,2020-01-19,Private Seller,0,DomainBooth.com
kalibari.com,80000,SOLD,2020-06-30,Private Seller,0,GoDaddy
arc.net,80000,SOLD,2020-07-05,Private Seller,0,Morgan Linton
greengarden.com,80000,SOLD,2020-07-31,Private Seller,0,GoDaddy
security365.com,80000,SOLD,2020-11-30,Private Seller,0,GoDaddy
av.com,4172894,SOLD,2021-07-15,Private Seller,0,Private
hippo.com,3300000,SOLD,2021-04-20,Private Seller,0,Private
floor.com,3144000,SOLD,2021-09-20,Private Seller,0,BrandForce
asap.com,3000000,SOLD,2021-12-17,Private Seller,0,Private
yolo.com,3000000,SOLD,2021-12-31,Private Seller,0,Booth.com
marketing.com,2500000,SOLD,2021-08-15,Private Seller,0,GetYourDomain
forge.com,2202000,SOLD,2021-12-19,Private Seller,0,Pvt Sale
nft.com,2000000,SOLD,2021-02-21,Private Seller,0,Private
angel.com,2000000,SOLD,2021-04-16,Private Seller,0,Sedo
afs.com,2000000,SOLD,2021-10-10,Private Seller,0,Pvt Sale
is.com,1950000,SOLD,2021-02-18,Private Seller,0,Private
exodus.com,1945000,SOLD,2021-05-06,Private Seller,0,Private
galaxy.com,1761000,SOLD,2021-09-30,Private Seller,0,Private
ee.com,1350000,SOLD,2021-07-18,Private Seller,0,VIP Brokerage
mojo.com,1250000,SOLD,2021-01-31,Private Seller,0,Private
meme.com,1250000,SOLD,2021-06-20,Private Seller,0,Brannans
near.com,1150000,SOLD,2021-08-19,Private Seller,0,GetYourDomain.com
ebike.com,1008900,SOLD,2021-06-24,Private Seller,0,Buckley Media
public.com,900000,SOLD,2021-07-24,Private Seller,0,Private
gobet.com,850000,SOLD,2021-01-08,Private Seller,0,Rick Schwartz
tattoo.com,812000,SOLD,2021-05-09,Private Seller,0,RightOfTheDot
ava.com,792000,SOLD,2021-02-28,Private Seller,0,GoDaddy
poker.net,750000,SOLD,2021-03-28,Private Seller,0,NameExperts
livewire.com,632500,SOLD,2021-02-28,Private Seller,0,GoDaddy
iz.com,625000,SOLD,2021-04-13,Private Seller,0,QEIP.com
zerocarbon.com,600000,SOLD,2021-10-24,Private Seller,0,Private
wolf.com,550000,SOLD,2021-05-09,Private Seller,0,Pvt Sale
kyte.com,550000,SOLD,2021-10-14,Private Seller,0,Private
lender.com,550000,SOLD,2021-12-19,Private Seller,0,Brandforce
able.com,542500,SOLD,2021-08-19,Private Seller,0,Morgan Linton
tradezero.com,540000,SOLD,2021-11-30,Private Seller,0,Private
blade.com,503000,SOLD,2021-03-14,Private Seller,0,Pvt Sale
betcalifornia.com,500000,SOLD,2021-10-02,Private Seller,0,Hitnamer.com
zag.com,450000,SOLD,2021-02-02,Private Seller,0,Sedo
egt.com,450000,SOLD,2021-08-29,Private Seller,0,Shane Kinsch
nif.com,450000,SOLD,2021-10-24,Private Seller,0,Private
james.com,440000,SOLD,2021-05-09,Private Seller,0,DomainBooth.com
snappy.com,415000,SOLD,2021-05-09,Private Seller,0,GetYourDomain
fta.com,400000,SOLD,2021-03-14,Private Seller,0,Shane Kinsch
worldclass.com,400000,SOLD,2021-08-05,Private Seller,0,LegalBrandMarketing
overview.com,400000,SOLD,2021-11-24,Private Seller,0,LegalBrandMarketing
steam.com,390560,SOLD,2021-01-31,Private Seller,0,GoDaddy
session.com,385000,SOLD,2021-10-11,Private Seller,0,Private
tbc.com,375000,SOLD,2021-11-07,Private Seller,0,Pvt Sale
arizona.com,350000,SOLD,2021-02-14,Private Seller,0,VIPBrokerage
arbitrage.com,350000,SOLD,2021-04-15,Private Seller,0,Saw.com
bico.com,350000,SOLD,2021-05-09,Private Seller,0,Shane Kinsch
yachts.com,350000,SOLD,2021-07-04,Private Seller,0,Pvt Sale
velvet.com,350000,SOLD,2021-07-18,Private Seller,0,Pvt Sale
portugal.com,350000,SOLD,2021-10-21,Private Seller,0,Sedo
pays.com,350000,SOLD,2021-12-17,Private Seller,0,Sedo
monero.com,316250,SOLD,2021-02-28,Private Seller,0,GoDaddy
badger.com,300000,SOLD,2021-03-14,Private Seller,0,MediaOptions
eth.co,300000,SOLD,2021-05-23,Private Seller,0,MagnumDomains
binance.ae,300000,SOLD,2021-11-17,Private Seller,0,Sedo
maxima.com,295000,SOLD,2021-10-10,Private Seller,0,Dubai Domains
trainer.com,290000,SOLD,2021-12-09,Private Seller,0,NameJet
bowman.com,281000,SOLD,2021-08-15,Private Seller,0,Pvt Sale
aftermarket.com,280001,SOLD,2021-12-09,Private Seller,0,NameJet
weshare.org,280000,SOLD,2021-01-31,Private Seller,0,GoDaddy
weshare.com,280000,SOLD,2021-07-04,Private Seller,0,GoDadddy
important.com,270000,SOLD,2021-03-25,Private Seller,0,Efty
canadian.com,269000,SOLD,2021-10-10,Private Seller,0,DomainName.com
z.org,257000,SOLD,2021-08-31,Private Seller,0,LegalBrandMarketing
followup.com,250000,SOLD,2021-07-18,Private Seller,0,Pvt Sale
laced.com,250000,SOLD,2021-10-27,Private Seller,0,Sedo
aka.com,248400,SOLD,2021-12-09,Private Seller,0,NameJet
mint.io,230000,SOLD,2021-11-18,Private Seller,0,Park.io
triple.com,220000,SOLD,2021-02-10,Private Seller,0,Sedo
let.com,200000,SOLD,2021-03-28,Private Seller,0,DomainBooth.com
tokens.org,200000,SOLD,2021-06-07,Private Seller,0,DNBA
eth.club,200000,SOLD,2021-09-14,Private Seller,0,Domaincracy
arriba.com,200000,SOLD,2021-12-05,Private Seller,0,Sedo
rvsforsale.com,194213,SOLD,2021-07-04,Private Seller,0,PrimeLoyalty
operate.com,190000,SOLD,2021-12-07,Private Seller,0,NameJet
threat.com,186000,SOLD,2021-12-09,Private Seller,0,NameJet
ecommerce.de,184250,SOLD,2021-06-15,Private Seller,0,Sedo
copymarkets.com,181188,SOLD,2021-04-27,Private Seller,0,Sedo
listing.com,180000,SOLD,2021-03-28,Private Seller,0,DomainBooth.com
exchangerates.com,180000,SOLD,2021-05-09,Private Seller,0,RightOfTheDot
betu.com,180000,SOLD,2021-09-13,Private Seller,0,James Booth
metaverse.io,175000,SOLD,2021-03-05,Private Seller,0,Park.io
bookstore.com,175000,SOLD,2021-06-20,Private Seller,0,PerfectName
smartwallet.com,175000,SOLD,2021-09-13,Private Seller,0,Pvt Sale
cove.co,175000,SOLD,2021-09-30,Private Seller,0,Grit Brokerage
unchained.com,174999,SOLD,2021-02-28,Private Seller,0,GoDaddy
dealmaker.com,168000,SOLD,2021-07-24,Private Seller,0,Private
link.co,162000,SOLD,2021-04-11,Private Seller,0,Sedo
fsm.com,161719,SOLD,2021-04-11,Private Seller,0,PerfectName
fume.com,160000,SOLD,2021-09-16,Private Seller,0,Sedo
